"Id";"Name";"Year";"Release Date";"Director";"Creator";"Actors";"Cast";"Language";"Country";"Duration";"RatingValue";"RatingCount";"ReviewCount";"Genre";"Filming Locations";"Description"
"tt1641401";"Louder Than Words";"2013";"1 July 2014 (USA)";"Anthony Fabian";"Benjamin Chapin";"David Duchovny,Adelaide Kane,Hope Davis";"David Duchovny,Adelaide Kane,Hope Davis,Ben Rosenfield,Victoria Tennant,Xander Berkeley,Timothy Hutton,Craig Bierko,Morgan Griffin,Scott Cohen,Olivia Steele-Falconer,Alex Ziwak,Arabella Field,Angela Lin,Stephen Mailer";"English";"USA";"95 min";"5.8";"589";"5 user,8 critic";"Drama,Family";"Greenwich, Connecticut, USA";"After the unexpected death of their daughter, a couple work to build a state of the art children's hospital where families are welcomed into the healing process."
"tt0120863";"The Thin Red Line";"1998";"15 January 1999 (USA)";"Terrence Malick";"James Jones,Terrence Malick";"Jim Caviezel,Sean Penn,Nick Nolte";"Nick Nolte,Jim Caviezel,Sean Penn,Elias Koteas,Ben Chaplin,Dash Mihok,John Cusack,Adrien Brody,John C. Reilly,Woody Harrelson,Miranda Otto,Jared Leto,John Travolta,George Clooney,Nick Stahl";"English,Tok Pisin,Japanese,Greek";"USA";"170 min";"7.6";"131,172";"1,443 user,153 critic";"Drama,War";"Bramston Beach, Queensland, Australia";"Terrence Malick's adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
"tt0265666";"The Royal Tenenbaums";"2001";"4 January 2002 (USA)";"Wes Anderson";"Wes Anderson,Owen Wilson";"Gene Hackman,Gwyneth Paltrow,Anjelica Huston";"Gene Hackman,Anjelica Huston,Ben Stiller,Gwyneth Paltrow,Luke Wilson,Owen Wilson,Bill Murray,Danny Glover,Seymour Cassel,Kumar Pallana,Alec Baldwin,Grant Rosenmeyer,Jonah Meyerson,Aram Aslanian-Persico,Irina Gorovaia";"English,Italian";"USA";"110 min";"7.6";"194,889";"963 user,215 critic";"Comedy,Drama";"144th Street & Convent Avenue, Harlem, Manhattan, New York City, New York, USA";"An estranged family of former child prodigies reunites when their father announces he is terminally ill."
"tt2431032";"Purim: The Lot";"2014";"1 October 2014 (USA)";"Moshe Khusid";"Alexander Khusid,Moshe Khusid";"Raleigh Jackson Jones,James V. Roy,Valeriy Garkalin";"Raleigh Jackson Jones,James V. Roy,Valeriy Garkalin,Art Hall,Sebastian Schier,Julia Emelin,Chuck Tately,Yuri Labetskiy,Yuliya Men,Yulia Shimolina,Evgeniya Simonova,Abe Spigner,Viktor Zaporozhskiy";"English";"USA";"65 min";"7.7";"14";;"Animation,Drama,Family";;"'Purim: The Lot' tells the dramatic story of the Jewish rebellion against Persian persecution as described in the Old Testament Book of Esther. Led by Esther, the Jewish queen of Persia, ..."
"tt0103772";"Basic Instinct";"1992";"20 March 1992 (USA)";"Paul Verhoeven";"Joe Eszterhas";"Michael Douglas,Sharon Stone,George Dzundza";"Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,Leilani Sarelle,Bruce A. Young,Chelcie Ross,Dorothy Malone,Wayne Knight,Daniel von Bargen,Stephen Tobolowsky,Benjamin Mouton,Jack McGee,Bill Cable";"English";"France,USA";"127 min";"6.9";"124,230";"290 user,117 critic";"Drama,Mystery,Thriller";"1158 Montgomery Street, Telegraph Hill, San Francisco, California, USA";"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved."
"tt4815862";"Time Toys";"2016";"May 2016 (USA)";"Mark Rosman";"Mark Rosman";"Ed Begley Jr.,Greg Germann,J.J. Totah";"Ed Begley Jr.,Greg Germann,J.J. Totah,Mackenzie Aladjem,Rob Van Dam,Jaden Betts,Evan Roe,Parvesh Cheena,Griffin Cleveland,Shusaku Kakizawa,Samuel Gilbert,Venezia Zavala,Lane Smith Jr.,Shulie Cowen,Mark Phelan";"English";"USA";;;;;"Family";"Santa Clarita, California, USA";"TIME TOYS is a family friendly action/sci-fi film about a group of middle school kids who stumble upon a chest full of incredible toys from the future. The discovery takes them on an ..."
"tt0103639";"Aladdin";"1992";"25 November 1992 (USA)";"Ron Clements,John Musker";"Ron Clements,John Musker";"Scott Weinger,Robin Williams,Linda Larkin";"Scott Weinger,Robin Williams,Linda Larkin,Jonathan Freeman,Frank Welker,Gilbert Gottfried,Douglas Seale,Charles Adler,Jack Angel,Corey Burton,Philip L. Clarke,Jim Cummings,Jennifer Darling,Debi Derryberry,Bruce Gooch";"English";"USA";"90 min";"8.0";"234,333";"234 user,112 critic";"Animation,Adventure,Comedy";;"When a street urchin vies for the love of a beautiful princess, he uses a genie's magic power to make himself off as a prince in order to marry her."
"tt0120655";"Dogma";"1999";"12 November 1999 (USA)";"Kevin Smith";"Kevin Smith";"Ben Affleck,Matt Damon,Linda Fiorentino";"Bud Cort,Barret Hackney,Jared Pfennigwerth,Kitao Sakurai,George Carlin,Brian O'Halloran,Betty Aberlin,Matt Damon,Ben Affleck,Dan Etheridge,Linda Fiorentino,Derek Milosavljevic,Lesley Braden,Marie Elena O'Brien,Janeane Garofalo";"English";"USA";"130 min";"7.4";"172,857";"1,016 user,201 critic";"Adventure,Comedy,Fantasy";"600 Grant Street, Pittsburgh, Pennsylvania, USA";"An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven."
"tt1663673";"16-Love";"2012";"20 January 2012 (USA)";"Adam Lipsius";"Leigh Dunlap";"Lindsey Shaw,Chandler Massey,Keith Coulouris";"Lindsey Shaw,Chandler Massey,Keith Coulouris,Lindsey Black,Alexandra Paul,Susie Abromeit,Mark Elias,Steven Christopher Parker,Josh Blaylock,Sasha Formoso,Michelle Page,Lindsay Kirk,Julia Kelleher,Lauryn Moses,Josh Cooke";"English";"USA";"88 min";"5.8";"1,247";"6 user,8 critic";"Comedy,Family,Romance";"Denver, Colorado, USA";"When the number one junior player in the country is injured, she begins to discover the teenage life she never got to live... and find the love she never thought she'd have."
"tt0401855";"Underworld: Evolution";"2006";"20 January 2006 (USA)";"Len Wiseman";"Danny McBride,Len Wiseman";"Kate Beckinsale,Scott Speedman,Bill Nighy";"Kate Beckinsale,Scott Speedman,Tony Curran,Derek Jacobi,Bill Nighy,Steven Mackintosh,Shane Brolly,Brian Steele,Zita Görög,Scott McElroy,John Mann,Michael Sheen,Sophia Myles,Richard Cetrone,Mike Mukatis";"English,French,Hungarian";"USA";"106 min";"6.8";"145,752";"498 user,205 critic";"Action,Fantasy,Sci-Fi";"Britannia Beach, British Columbia, Canada";"Picking up directly from the previous film, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them."
"tt1323594";"Despicable Me";"2010";"9 July 2010 (USA)";"Pierre Coffin,Chris Renaud";"Cinco Paul,Ken Daurio";"Steve Carell,Jason Segel,Russell Brand";"Steve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Miranda Cosgrove,Dana Gaier,Elsie Fisher,Pierre Coffin,Chris Renaud,Jemaine Clement,Jack McBrayer,Danny McBride,Mindy Kaling";"English";"USA";"95 min";"7.7";"345,095";"284 user,297 critic";"Animation,Comedy,Family";;"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
"tt0417056";"Pledge This!";"2006";"2006 (Australia)";"William Heins,Strathford Hamilton";"Cheryl Guerriero,Anna Obropta";"Paris Hilton,Simon Rex,Paula Garcés";"Paris Hilton,Paula Garcés,Sarah Carter,Simon Rex,Geoffrey Arend,Alexis Thorpe,Bianca Lawson,Noureen DeWulf,Kerri Kenney,Amanda Aday,Diva Zappa,Amanda Rowan,Sarai Howard,Greg Cipes,Randy Spelling";"English";"USA";"91 min";"1.9";"14,921";"77 user,16 critic";"Comedy";"Miami, Florida, USA";"At South Beach University, a beautiful sorority president takes in a group of unconventional freshman girls seeking acceptance into her house."
"tt2272350";"The Battery";"2012";"4 June 2013 (USA)";"Jeremy Gardner";"Jeremy Gardner";"Jeremy Gardner,Adam Cronheim,Niels Bolle";"Jeremy Gardner,Adam Cronheim,Niels Bolle,Alana O'Brien,Jamie Pantanella,Larry Fessenden,Kelly McQuade,Eric Simon,Ben Pryzby,Sarah Allen,Nichole Kinnett,Lyles Williams IV,Olivia Bonilla,Elise Stella,Matt Bacco";"English";"USA";"101 min";"6.4";"5,531";"55 user,108 critic";"Adventure,Drama,Horror";"Kent, Connecticut, USA";"The personalities of two former baseball players clash as they traverse the rural back roads of a post-plague New England teeming with the undead."
"tt0328538";"Thirteen";"2003";"19 September 2003 (USA)";"Catherine Hardwicke";"Catherine Hardwicke,Nikki Reed";"Evan Rachel Wood,Holly Hunter,Nikki Reed";"Nikki Reed,Evan Rachel Wood,Vanessa Hudgens,Holly Hunter,Brady Corbet,Ulysses Estrada,Sarah Blakley-Cartwright,Jenicka Carey,Sarah Clarke,Jasmine Di Angelo,Tessa Ludwick,Kip Pardue,Cece Tsou,Jeremy Sisto,Jamison Yang";"English,Spanish,Portuguese";"USA";"100 min";"6.9";"64,370";"545 user,125 critic";"Biography,Drama";"California, USA";"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend."
"tt1095217";"Bad Lieutenant: Port of Call New Orleans";"2009";"11 December 2009 (USA)";"Werner Herzog";"William M. Finkelstein,Victor Argo";"Nicolas Cage,Eva Mendes,Russell M. Haeuser";"Nicolas Cage,Eva Mendes,Val Kilmer,Xzibit,Fairuza Balk,Shawn Hatosy,Jennifer Coolidge,Tom Bower,Vondie Curtis-Hall,Brad Dourif,Denzel Whitaker,Irma P. Hall,Shea Whigham,Michael Shannon,Joe Nemmers";"English,Spanish";"USA";"122 min";"6.7";"62,359";"208 user,274 critic";"Crime,Drama";"USA";"Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants."
"tt1323045";"Frozen";"2010";"25 March 2010 (Kazakhstan)";"Adam Green";"Adam Green";"Shawn Ashmore,Emma Bell,Kevin Zegers";"Emma Bell,Shawn Ashmore,Kevin Zegers,Ed Ackerman,Rileah Vanderbilt,Kane Hodder,Adam Johnson,Chris York,Peder Melhuse";"English";"USA";"93 min";"6.2";"48,965";"297 user,227 critic";"Drama,Thriller";"Snowbasin, Utah, USA";"Three skiers stranded on a chairlift are forced to make life-or-death choices which prove more perilous than staying put and freezing to death."
"tt3776826";"Operation Avalanche";"2015";"2015 (USA)";"Matt Johnson";"Josh Boles,Matt Johnson";"Sharon Belle,Matt Johnson,Krista Madison";"Sharon Belle,Matt Johnson,Krista Madison,Samantha Michelle,Emilie Paquet,Owen Williams,Tom Bolton,Josh Boles,Chris Gonsalves";"English";"USA";;;;;"Thriller";;"When a dinosaur terrorises the streets of Holland Matt Stone is Brickleberryie's only chance of survival."
"tt0060754";"The Night of the Grizzly";"1966";"20 April 1966 (USA)";"Joseph Pevney";"Warren Douglas";"Clint Walker,Martha Hyer,Keenan Wynn";"Clint Walker,Martha Hyer,Keenan Wynn,Nancy Kulp,Kevin Brodie,Ellen Corby,Jack Elam,Ron Ely,Med Flory,Leo Gordon,Don Haggerty,Sammy Jackson,Regis Toomey,Candy Moore,Victoria Paige Meyerink";"English";"USA";"102 min";"6.5";"653";"16 user,10 critic";"Adventure,Western";"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA";"Ex-lawman Jim Cole retires to Wyoming to farm his land but a land-greedy neighbor, an ex-con turned bounty hunter and a vicious grizzly bear upset his retirement plans."
"tt1528071";"Horns";"2013";"3 October 2014 (USA)";"Alexandre Aja";"Keith Bunin,Joe Hill";"Daniel Radcliffe,Juno Temple,Max Minghella";"Daniel Radcliffe,Max Minghella,Joe Anderson,Juno Temple,Kelli Garner,James Remar,Kathleen Quinlan,Heather Graham,David Morse,Michael Adamthwaite,Nels Lennarson,Don Thompson,Jay Brazeau,Alex Zahara,Kendra Anderson";"English";"USA,Canada";"120 min";"6.5";"44,658";"163 user,255 critic";"Drama,Fantasy,Thriller";"Vancouver, British Columbia, Canada";"In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples."
"tt2347497";"Silent Night";"2012";"4 December 2012 (Canada)";"Steven C. Miller";"Jayson Rothwell";"Malcolm McDowell,Jaime King,Donal Logue";"Malcolm McDowell,Jaime King,Donal Logue,Rick Skene,Ellen Wong,Andrew Cecon,Courtney-Jane White,Erik J. Berg,Tom Anniko,Mike O'Brien,Curtis Moore,Adriana O'Neil,John B. Lowe,Ali Tataryn,Brendan Fehr";"English";"Canada,USA";"94 min";"5.2";"5,084";"57 user,115 critic";"Comedy,Horror,Mystery";"Winnipeg, Manitoba, Canada";"The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve."
"tt0069039";"Oh! Calcutta!";"1972";"June 1972 (USA)";"Jacques Levy";"Kenneth Tynan,Robert Benton";"Raina Barrett,Mark Dempsey,Samantha Harper";"Raina Barrett,Mark Dempsey,Samantha Harper,Patricia Hawkins,Bill Macy,Mitchell McGuire,Gary Rethmeier,Margo Sappington,Nancy Tribush,George Welbes";"English";"USA";"100 min";"5.2";"209";"10 user,11 critic";"Comedy,Musical";"New York City, New York, USA";"Based on the controversial off-Broadway musical comedy revue, 'Oh! Calcutta! is a series of musical numbers about sex and sexual mores. Most of the skits feature one or more performers in ..."
"tt1533013";"Beautiful Boy";"2010";"4 November 2011 (Brazil)";"Shawn Ku";"Michael Armbruster,Shawn Ku";"Michael Sheen,Maria Bello,Kyle Gallner";"Logan South,Maria Bello,Michael Sheen,Kyle Gallner,Bruce French,Austin Nichols,Gregory Alpert,Deidrie Henry,Kelli Kirkland,David Lipper,Nigel Gibbs,Brooke Lyons,Michael Call,Alan Tudyk,Moon Bloodgood";"English";"USA,Canada";"100 min";"6.6";"5,338";"30 user,69 critic";"Drama";"Los Angeles, California, USA";"A married couple on the verge of separation are leveled by the news their 18-year-old son committed a mass shooting at his college, then took his own life."
"tt0903657";"Love & Mercy";"2014";"19 June 2015 (USA)";"Bill Pohlad";"Oren Moverman,Michael A. Lerner";"John Cusack,Paul Dano,Elizabeth Banks";"Elizabeth Banks,Graham Rogers,John Cusack,Paul Dano,Paul Giamatti,Jake Abel,Joanna Going,Brian Wilson,Kenny Wormald,Tyson Ritter,Nick Gehlfuss,Brett Davern,Bill Camp,Max Schneider,Erin Darke";"English";"USA";"121 min";"7.5";"10,651";"80 user,208 critic";"Biography,Drama,Music";"Los Angeles, California, USA";"In the 1960s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 1980s, he is a broken, confused man under the 24-hour watch of shady therapist Dr. Eugene Landy."
"tt0045705";"The Man from Cairo";"1953";"27 November 1953 (USA)";"Ray Enright,Edoardo Anton";"Eugene Ling,Philip Stevenson";"George Raft,Gianna Maria Canale,Massimo Serato";"George Raft,Gianna Maria Canale,Massimo Serato,Guido Celano,Irene Papas,Alfredo Varelli,Leonardo Scavino,Mino Doro,Angelo Dessy,Richard McNamara,Franco Silva,Anthony La Penna,Henri Vidon";"English";"Italy,UK,USA";"81 min";"5.2";"80";"9 user,1 critic";"Crime,Drama,Film-Noir";"Algiers, Algeria";"'The Man from Cairo', a Michaeldavid production for distribution by Lippert, with Ray Enright the only credited director on the film print, finds Mike Canelli, the man from Cairo, nosing ..."
"tt0061715";"The Gnome-Mobile";"1967";"19 July 1967 (USA)";"Robert Stevenson";"Ellis Kadison,Upton Sinclair";"Walter Brennan,Matthew Garber,Karen Dotrice";"Walter Brennan,Matthew Garber,Karen Dotrice,Richard Deacon,Tom Lowell,Sean McClory,Ed Wynn,Jerome Cowan,Charles Lane,Norman Grabowski,Gil Lamb,Maudie Prickett,Cami Sebring";"English";"USA";"84 min";"6.5";"1,402";"21 user,8 critic";"Adventure,Family,Fantasy";"Big Basin, California, USA";"An eccentric millionaire and his grandchildren are embroiled in the plights of some forest gnomes who are searching for the rest of their tribe. While helping them, the millionaire is ..."
"tt1656170";"Bringing Up Bobby";"2011";"2011 (UK)";"Famke Janssen";"Cole Frates,Famke Janssen";"Milla Jovovich,Bill Pullman,Marcia Cross";"Milla Jovovich,Spencer List,Don Kruzinga,Rory Cochrane,Dalton Olive,Robin Brooks,Milton Killen,Eric Starkey,Dan Corley,Bill Pullman,Deedra Jordon,Molly Reilly,Sanford Kelly,Jane Hall,Marcia Cross";"English";"USA,Netherlands,UK";"93 min";"5.1";"1,483";"16 user,26 critic";"Comedy";"Pops Diner - Arcadia, Oklahoma, USA";"A con artist moves her son to a conservative neighborhood in Oklahoma in an effort to build a better future, but it doesn't take long for her past to catch up with her, and for her son's behavior to cause problems of its own."
"tt2101383";"Knight of Cups";"2015";"4 March 2016 (USA)";"Terrence Malick";"Terrence Malick";"Christian Bale,Teresa Palmer,Natalie Portman";"Christian Bale,Teresa Palmer,Natalie Portman,Jason Clarke,Joe Manganiello,Imogen Poots,Cate Blanchett,Joel Kinnaman,Nicky Whelan,Nick Offerman,Freida Pinto,Ben Kingsley,Isabel Lucas,Wes Bentley,Antonio Banderas";"English,German";"USA";"118 min";"6.9";"1,421";"11 user,66 critic";"Drama,Romance";"Burbank, California, USA";"A screenwriter living in LA tries to make sense of the strange events occurring around him."
"tt3478510";"1971";"2014";"18 April 2014 (USA)";"Johanna Hamilton";"Johanna Hamilton,Gabriel Rhodes";"Rich Graff,Lauren A. Kennedy,Dennis Brito";"Rich Graff,Lauren A. Kennedy,Dennis Brito,Bill Davidon,Keith Forsyth,John Isgro,David Kairys,Kerry Malloy,Brian McCarthy,Betty Medsger,Marilyn Ness,Bonnie Raines,John Raines,Daniel S. Taylor,Danielle Varga";"English";"USA";"79 min";"7.3";"265";"2 user,17 critic";"Documentary,History,Thriller";;"The story of a notorious 1971 activist burglary of an FBI office that lead to the Bureau's numerous abuses against dissidents being exposed."
"tt0103882";"A Brief History of Time";"1991";"16 October 1992 (Australia)";"Errol Morris";"Stephen Hawking";"Stephen Hawking,Isobel Hawking,Janet Humphrey";"Isobel Hawking,Stephen Hawking,Janet Humphrey,Mary Hawking,Basil King,Derek Powney,Norman Dix,Robert Berman,Gordon Berry,Roger Penrose,Dennis Sciama,John Wheeler,Brandon Carter,John Taylor,Kip Thorne";"English";"UK,Japan,USA";"80 min";"7.4";"3,550";"20 user,21 critic";"Documentary,Biography";"Cambridge, Cambridgeshire, England, UK";"A film about the life and work of the cosmologist, Stephen Hawking, who despite his near total paralysis, is one of the great minds of all time."
"tt2933544";"5 Flights Up";"2014";"8 May 2015 (USA)";"Richard Loncraine";"Charlie Peters,Jill Ciment";"Diane Keaton,Morgan Freeman,Cynthia Nixon";"Morgan Freeman,Diane Keaton,Alysia Reiner,Carrie Preston,Cynthia Nixon,Claire van der Boom,Sterling Jerins,Josh Pais,Miriam Shor,Katrina E. Perkins,Maddie Corman,Liza J. Bennett,Hannah Dunne,Jackie Hoffman,Joanna Adler";"English";"USA";"92 min";"6.1";"2,613";"27 user,56 critic";"Drama";"Manhattan, New York City, New York, USA";"A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away."
"tt0069291";"Snowball Express";"1972";"12 February 1973 (UK)";"Norman Tokar";"Don Tait,Jim Parker";"Dean Jones,Nancy Olson,Harry Morgan";"Dean Jones,Nancy Olson,Harry Morgan,Keenan Wynn,Johnny Whitaker,Michael McGreevey,George Lindsey,Kathleen Cody,Mary Wickes,David White,Dick Van Patten,Alice Backes,Joanna Phillips,John Myhers";"English";"USA";"93 min";"6.3";"919";"24 user,3 critic";"Comedy,Family";"Crested Butte, Colorado, USA";"When John Baxter inherits a ski resort in the Rocky Mountains, he quits his job in New York and moves the family west to run it. Only to find that the place is a wreck. But together they ..."
"tt1929178";"Hollywood Banker";"2014";"2 October 2014 (Netherlands)";"Rozemyn Afman";"Pieter van den Berg,Rozemyn Afman";"Frans J. Afman,Dino De Laurentiis,Martha De Laurentiis";"Frans J. Afman,Dino De Laurentiis,Martha De Laurentiis,Yoram Globus,Menahem Golan,Derek Gibson,John Daly,Oliver Stone,Paul Verhoeven,Kevin Costner,Arnold Kopelson,Mickey Rourke,Andrew G. Vajna,Bruce McNall,Fred Sidewater";"English,Dutch";"Netherlands,USA";"82 min";"7.4";"69";"1 user,3 critic";"Documentary,Biography,Family";"Amsterdam, Noord-Holland, Netherlands";"How Frans Afman, a banker from the Netherlands, developed a new system for film financing, revolutionized independent filmmaking in Hollywood, but could not prevent it all from crashing down, when ambition of others turned into greed."
