Id;Name;Year;Release Date;Director;Creator;Actors;Cast;Language;Country;Duration;RatingValue;RatingCount;ReviewCount;Genre;Filming Locations;Description
tt0102741;Queens Logic;1991;1 February 1991 (USA);Steve Rash;Tony Spiridakis,Joseph W. Savino;Kevin Bacon,Linda Fiorentino,John Malkovich;Kevin Bacon,Linda Fiorentino,John Malkovich,Joe Mantegna,Ken Olin,Tony Spiridakis,Tom Waits,Chloe Webb,Jamie Lee Curtis,Michael Zelniker,Kelly Bishop,Terry Kinney,Ed Marinaro,Wendy Gazelle,Jodie Markell;English;USA;100 min;5.9;1,294;16 user,6 critic;Comedy,Drama;New York City, New York, USA;When childhood friends Al, Dennis and Eliot get together for Ray's wedding, which may or may not happen, they end up on a roller-coaster ride through reality. During one tumultuous, crazy ...
tt1045642;Tales from the Script;2009;10 January 2009 (USA);Peter Hanson;Peter Hanson,Paul Robert Herman;Allison Anders,Jane Anderson,Doug Atchison;Allison Anders,Jane Anderson,Doug Atchison,John August,Shane Black,John D. Brancato,John Carpenter,Larry Cohen,Frank Darabont,Steven E. de Souza,Gerald Di Pego,Mark Fergus,Antwone Fisher,Naomi Foner,Joe Forte;English;USA;105 min;7.2;1,188;8 user,29 critic;Documentary;Los Angeles, California, USA;War stories and life lessons from the industry's top writers.
tt0265666;The Royal Tenenbaums;2001;4 January 2002 (USA);Wes Anderson;Wes Anderson,Owen Wilson;Gene Hackman,Gwyneth Paltrow,Anjelica Huston;Gene Hackman,Anjelica Huston,Ben Stiller,Gwyneth Paltrow,Luke Wilson,Owen Wilson,Bill Murray,Danny Glover,Seymour Cassel,Kumar Pallana,Alec Baldwin,Grant Rosenmeyer,Jonah Meyerson,Aram Aslanian-Persico,Irina Gorovaia;English,Italian;USA;110 min;7.6;194,889;963 user,215 critic;Comedy,Drama;144th Street & Convent Avenue, Harlem, Manhattan, New York City, New York, USA;An estranged family of former child prodigies reunites when their father announces he is terminally ill.
tt0440963;The Bourne Ultimatum;2007;3 August 2007 (USA);Paul Greengrass;Tony Gilroy,Scott Z. Burns;Matt Damon,Édgar Ramírez,Joan Allen;Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine,Édgar Ramírez,Albert Finney,Joan Allen,Tom Gallop,Corey Johnson,Daniel Brühl,Joey Ansah,Colin Stinton,Dan Fredenburgh,Lucy Liemann;English,French,Arabic,Russian,Spanish;USA,Germany;115 min;8.1;444,001;811 user,323 critic;Action,Thriller;Berlin, Germany;Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.
tt0103772;Basic Instinct;1992;20 March 1992 (USA);Paul Verhoeven;Joe Eszterhas;Michael Douglas,Sharon Stone,George Dzundza;Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,Leilani Sarelle,Bruce A. Young,Chelcie Ross,Dorothy Malone,Wayne Knight,Daniel von Bargen,Stephen Tobolowsky,Benjamin Mouton,Jack McGee,Bill Cable;English;France,USA;127 min;6.9;124,230;290 user,117 critic;Drama,Mystery,Thriller;1158 Montgomery Street, Telegraph Hill, San Francisco, California, USA;A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.
tt0250797;Unfaithful;2002;10 May 2002 (USA);Adrian Lyne;Claude Chabrol,Alvin Sargent;Richard Gere,Diane Lane,Olivier Martinez;Diane Lane,Erik Per Sullivan,Richard Gere,Olivier Martinez,Myra Lucretia Taylor,Michelle Monaghan,Chad Lowe,Joseph Badalucco Jr.,Erich Anderson,Damon Gupton,Kate Burton,Margaret Colin,Marc Forget,Larry Gleason,Dominic Chianese;English,French;USA,Germany,France;124 min;6.7;59,104;526 user,152 critic;Drama,Romance,Thriller;Dobbs Ferry, New York, USA;A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.
tt0325703;Lara Croft Tomb Raider: The Cradle of Life;2003;25 July 2003 (USA);Jan de Bont;Dean Georgaris,Steven E. de Souza;Angelina Jolie,Gerard Butler,Chris Barrie;Angelina Jolie,Gerard Butler,Ciarán Hinds,Chris Barrie,Noah Taylor,Djimon Hounsou,Til Schweiger,Simon Yam,Terence Yin,Daniel Caltagirone,Fabiano Martell,Jonny Coyne,Robert Cavanah,Ronan Vibert,Lenny Juma;English,Mandarin;USA,Germany,Japan,UK;117 min;5.5;95,376;318 user,155 critic;Action,Adventure,Fantasy;Amboseli National Park, Kenya;Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box before an evil scientist and recruits a former Marine turned mercenary to assist her.
tt0120616;The Mummy;1999;7 May 1999 (USA);Stephen Sommers;Stephen Sommers,Lloyd Fonvielle;Brendan Fraser,Rachel Weisz,John Hannah;Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Kevin J. O'Connor,Jonathan Hyde,Oded Fehr,Erick Avari,Stephen Dunham,Corey Johnson,Tuc Watkins,Omid Djalili,Aharon Ipalé,Bernard Fox,Patricia Velasquez;English,Egyptian (Ancient),Arabic;USA;125 min;7.0;296,307;964 user,187 critic;Action,Adventure,Fantasy;Ait Benhaddou, Morocco;An American serving in the French Foreign Legion on an archaeological dig at the ancient city of Hamunaptra accidentally awakens a Mummy.
tt0320691;Underworld;2003;19 September 2003 (USA);Len Wiseman;Kevin Grevioux,Len Wiseman;Kate Beckinsale,Scott Speedman,Shane Brolly;Kate Beckinsale,Scott Speedman,Michael Sheen,Shane Brolly,Bill Nighy,Erwin Leder,Sophia Myles,Robbie Gee,Wentworth Miller,Kevin Grevioux,Zita Görög,Dennis J. Kozeluh,Scott McElroy,Todd Schneider,Sándor Bolla;English;UK,Germany,Hungary,USA;121 min;7.0;194,551;800 user,225 critic;Action,Fantasy;Budapest, Hungary;Selene, a beautiful vampire warrior, entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with Michael, a human who is sought by werewolves for unknown reasons.
tt0401855;Underworld: Evolution;2006;20 January 2006 (USA);Len Wiseman;Danny McBride,Len Wiseman;Kate Beckinsale,Scott Speedman,Bill Nighy;Kate Beckinsale,Scott Speedman,Tony Curran,Derek Jacobi,Bill Nighy,Steven Mackintosh,Shane Brolly,Brian Steele,Zita Görög,Scott McElroy,John Mann,Michael Sheen,Sophia Myles,Richard Cetrone,Mike Mukatis;English,French,Hungarian;USA;106 min;6.8;145,752;498 user,205 critic;Action,Fantasy,Sci-Fi;Britannia Beach, British Columbia, Canada;Picking up directly from the previous film, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.
tt1323594;Despicable Me;2010;9 July 2010 (USA);Pierre Coffin,Chris Renaud;Cinco Paul,Ken Daurio;Steve Carell,Jason Segel,Russell Brand;Steve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Miranda Cosgrove,Dana Gaier,Elsie Fisher,Pierre Coffin,Chris Renaud,Jemaine Clement,Jack McBrayer,Danny McBride,Mindy Kaling;English;USA;95 min;7.7;345,095;284 user,297 critic;Animation,Comedy,Family;;When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.
tt1453405;Monsters University;2013;21 June 2013 (USA);Dan Scanlon;Dan Scanlon,Daniel Gerson;Billy Crystal,John Goodman,Steve Buscemi;Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren,Peter Sohn,Joel Murray,Sean Hayes,Dave Foley,Charlie Day,Alfred Molina,Tyler Labine,Nathan Fillion,Aubrey Plaza,Bobby Moynihan,Noah Johnston;English;USA;104 min;7.4;208,302;254 user,371 critic;Animation,Adventure,Comedy;Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA;A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.
tt0120363;Toy Story 2;1999;24 November 1999 (USA);John Lasseter,Ash Brannon;John Lasseter,Pete Docter;Tom Hanks,Tim Allen,Joan Cusack;Tom Hanks,Tim Allen,Joan Cusack,Kelsey Grammer,Don Rickles,Jim Varney,Wallace Shawn,John Ratzenberger,Annie Potts,Wayne Knight,John Morris,Laurie Metcalf,Estelle Harris,R. Lee Ermey,Jodi Benson;English,Arabic,Spanish;USA;92 min;7.9;349,182;501 user,188 critic;Animation,Adventure,Comedy;Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA;When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting.
tt1233219;My Son, My Son, What Have Ye Done;2009;8 July 2010 (Portugal);Werner Herzog;Herbert Golder,Werner Herzog;Michael Shannon,Willem Dafoe,Chloë Sevigny;Michael Shannon,Willem Dafoe,Chloë Sevigny,Udo Kier,Michael Peña,Grace Zabriskie,Brad Dourif,Irma P. Hall,Loretta Devine,Candice Coke,Gabriel Pimentel,Braden Lynch,James C. Burns,Noel Arthur,Julius Morck;English;USA,Germany;91 min;6.3;7,135;46 user,118 critic;Drama,Thriller;San Diego Convention Center - 111 West Harbor Drive, San Diego, California, USA;Inspired by a true crime, a man begins to experience mystifying events that lead him to slay his mother with a sword.
tt1095217;Bad Lieutenant: Port of Call New Orleans;2009;11 December 2009 (USA);Werner Herzog;William M. Finkelstein,Victor Argo;Nicolas Cage,Eva Mendes,Russell M. Haeuser;Nicolas Cage,Eva Mendes,Val Kilmer,Xzibit,Fairuza Balk,Shawn Hatosy,Jennifer Coolidge,Tom Bower,Vondie Curtis-Hall,Brad Dourif,Denzel Whitaker,Irma P. Hall,Shea Whigham,Michael Shannon,Joe Nemmers;English,Spanish;USA;122 min;6.7;62,359;208 user,274 critic;Crime,Drama;USA;Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.
tt1074638;Skyfall;2012;9 November 2012 (USA);Sam Mendes;Neal Purvis,Robert Wade;Daniel Craig,Javier Bardem,Naomie Harris;Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,Bérénice Marlohe,Albert Finney,Ben Whishaw,Rory Kinnear,Ola Rapace,Helen McCrory,Nicholas Woodeson,Bill Buckhurst,Elize du Toit,Ian Bonar;English;UK,USA;143 min;7.8;463,639;1,467 user,731 critic;Action,Adventure,Thriller;London, England, UK;Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.
tt0120611;Blade;1998;21 August 1998 (USA);Stephen Norrington;David S. Goyer;Wesley Snipes,Stephen Dorff,Kris Kristofferson;Wesley Snipes,Stephen Dorff,Kris Kristofferson,N'Bushe Wright,Donal Logue,Udo Kier,Arly Jover,Traci Lords,Kevin Patrick Walls,Tim Guinee,Sanaa Lathan,Eric Edwards,Donna Wong,Carmen Thomas,Shannon Lee;English,Russian;USA;120 min;7.1;176,103;572 user,179 critic;Action,Horror;Long Beach, California, USA;A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.
tt1756529;Get Lamp;2010;26 March 2010 (USA);Jason Scott Sadofsky;Jason Scott Sadofsky;Ernest Adams,Scott Adams,Hollywood Anderson;Ernest Adams,Scott Adams,Hollywood Anderson,Jim Aspnes,Richard Bartle,Bob Bates,Michael Berlyn,Marc Blank,Ian Bogost,Amy Briggs,Tom Brucker,Mary Ann Buckles,Adam Cadre,David Cornelson,Chris Crawford;English;USA;;6.6;219;4 user,3 critic;Documentary;;With limited sound, simple graphics, and tiny amounts of computing power, the first games on home computers would hardly raise an eyebrow in the modern era of photorealism and surround ...
tt0808299;High Score;2006;11 March 2006 (USA);Jeremy Mack;;Bill Carlton,Robert Mruczek,Terry Nelson;Bill Carlton,Robert Mruczek,Terry Nelson,Todd Rogers,Jayson Smith,Alison Vick,Jordan Vick;English;USA;52 min;7.1;207;2 user,3 critic;Documentary;Portland, Oregon, USA;Although technology continues to evolve, a group of die-hard gamers refuses to abandon the classic arcade games of yesteryear. The 80's live on for these enthusiasts, who compete against ...
tt3393786;Jack Reacher 2;2016;21 October 2016 (USA);Edward Zwick;Lee Child,Marshall Herskovitz;Tom Cruise,Cobie Smulders,Danika Yarosh;Tom Cruise,Cobie Smulders,Danika Yarosh,Aldis Hodge;English;USA;;;;;Action,Crime,Drama;Louisiana, USA;Jack Reacher returns to the headquarters of his old unit, only to find out he's now accused of a 16-year-old homicide.
tt0325710;The Last Samurai;2003;5 December 2003 (USA);Edward Zwick;John Logan,John Logan;Tom Cruise,Ken Watanabe,Billy Connolly;Ken Watanabe,Tom Cruise,William Atherton,Chad Lindberg,Ray Godshall Sr.,Billy Connolly,Tony Goldwyn,Masato Harada,Masashi Odate,John Koyama,Timothy Spall,Shichinosuke Nakamura,Togo Igawa,Satoshi Nikaido,Shintaro Wada;English,Japanese;USA,New Zealand,Japan;154 min;7.7;294,740;922 user,189 critic;Action,Drama,History;Santa Clarita, California, USA;An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
tt0092099;Top Gun;1986;16 May 1986 (USA);Tony Scott;Jim Cash,Jack Epps Jr.;Tom Cruise,Tim Robbins,Kelly McGillis;Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,John Stockwell,Barry Tubb,Rick Rossovich,Tim Robbins,Clarence Gilyard Jr.,Whip Hubley,James Tolkan,Meg Ryan,Adrian Pasdar;English;USA;110 min;6.9;203,621;379 user,161 critic;Action,Drama,Romance;California, USA;As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.
tt0120889;What Dreams May Come;1998;2 October 1998 (USA);Vincent Ward;Richard Matheson,Ronald Bass;Robin Williams,Cuba Gooding Jr.,Annabella Sciorra;Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Max von Sydow,Jessica Brooks Grant,Josh Paddock,Rosalind Chao,Lucinda Jenney,Maggie McCarthy,Wilma Bonet,Matt Salinger,Carin Sprague,June Carryl,Paul P. Card IV,Werner Herzog;English;USA,New Zealand;113 min;7.0;79,168;615 user,122 critic;Drama,Fantasy,Romance;Alameda, California, USA;After dying in a car crash a man searches the afterlife for his wife.
tt0064418;Hello, Dolly!;1969;16 December 1969 (USA);Gene Kelly;Michael Stewart,Thornton Wilder;Barbra Streisand,Walter Matthau,Michael Crawford;Barbra Streisand,Walter Matthau,Michael Crawford,Marianne McAndrew,Danny Lockin,E.J. Peaker,Joyce Ames,Tommy Tune,Judy Knaiz,David Hurst,Fritz Feld,Richard Collier,J. Pat O'Malley,Louis Armstrong;English;USA;146 min;7.2;9,255;106 user,27 critic;Comedy,Musical,Romance;Metro-North Station, Poughkeepsie, New York, USA;A matchmaker named Dolly Levi takes a trip to Yonkers, New York to see the 'well-known unmarried half-a-millionaire,' Horace Vandergelder. While there, she convinces him, his two stock ...
tt0062994;Funny Girl;1968;19 September 1968 (USA);William Wyler;Isobel Lennart,Isobel Lennart;Barbra Streisand,Omar Sharif,Kay Medford;Barbra Streisand,Omar Sharif,Kay Medford,Anne Francis,Walter Pidgeon,Lee Allen,Mae Questel,Gerald Mohr,Frank Faylen,Mittie Lawrence,Gertrude Flynn,Penny Santon,John Harmon,Thordis Brandt,Bettina Brenna;English;USA;151 min;7.5;12,144;75 user,51 critic;Biography,Comedy,Drama;Stage 4, Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA;Plain faced Fanny Brice rises to stardom on the New York Vaudeville Stage and maintains a turbulent marriage with suave gambler Nick Arnstein.
tt0034583;Casablanca;1942;23 January 1943 (USA);Michael Curtiz;Julius J. Epstein,Philip G. Epstein;Humphrey Bogart,Ingrid Bergman,Paul Henreid;Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt,Sydney Greenstreet,Peter Lorre,S.Z. Sakall,Madeleine Lebeau,Dooley Wilson,Joy Page,John Qualen,Leonid Kinskey,Curt Bois;English,French,German,Italian;USA;102 min;8.6;356,710;1,067 user,233 critic;Drama,Film-Noir,Romance;Hotel Monte Vista, Flagstaff, Arizona, USA;Set in Casablanca, Morocco during the early days of World War II: An American expatriate meets a former lover, with unforeseen complications.
tt0062622;2001: A Space Odyssey;1968;15 May 1968 (UK);Stanley Kubrick;Stanley Kubrick,Arthur C. Clarke;Keir Dullea,Gary Lockwood,William Sylvester;Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Leonard Rossiter,Margaret Tyzack,Robert Beatty,Sean Sullivan,Douglas Rain,Frank Miller,Bill Weston,Ed Bishop,Glenn Beck,Alan Gifford,Ann Gillis;English,Russian;USA,UK;160 min;8.3;381,808;1,679 user,274 critic;Mystery,Sci-Fi;Shepperton Studios, Shepperton, Surrey, England, UK;Humanity finds a mysterious, obviously artificial, object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest.
tt0180093;Requiem for a Dream;2000;15 December 2000 (USA);Darren Aronofsky;Hubert Selby Jr.,Hubert Selby Jr.;Ellen Burstyn,Jared Leto,Jennifer Connelly;Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon,Charlotte Aronofsky,Mark Margolis,Michael Kaycheck,Jack O'Connell,Chas Mastin;English;USA;102 min;8.4;521,173;1,898 user,228 critic;Drama;Brooklyn, New York City, New York, USA;The drug-induced utopias of four Coney Island people are shattered when their addictions become stronger.
tt0090756;Blue Velvet;1986;30 October 1986 (Argentina);David Lynch;David Lynch;Isabella Rossellini,Kyle MacLachlan,Dennis Hopper;Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,Hope Lange,Dean Stockwell,George Dickerson,Priscilla Pointer,Frances Bay,Jack Harvey,Ken Stovitz,Brad Dourif,Jack Nance,J. Michael Hunter,Dick Green;English;USA;120 min;7.8;121,390;669 user,171 critic;Crime,Drama,Mystery;128 Northern Boulevard, Wilmington, North Carolina, USA;The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.
tt0120663;Eyes Wide Shut;1999;16 July 1999 (USA);Stanley Kubrick;Stanley Kubrick,Frederic Raphael;Tom Cruise,Nicole Kidman,Todd Field;Tom Cruise,Nicole Kidman,Sydney Pollack,Marie Richardson,Rade Serbedzija,Todd Field,Vinessa Shaw,Sky du Mont,Fay Masterson,Leelee Sobieski,Thomas Gibson,Madison Eginton,Jackie Sawiris,Leslie Lowe,Peter Benson;English;UK,USA;159 min;7.3;210,746;1,484 user,272 critic;Drama,Mystery,Thriller;UK;A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him.
tt0056193;Lolita;1962;12 June 1962 (USA);Stanley Kubrick;Vladimir Nabokov,Vladimir Nabokov;James Mason,Shelley Winters,Sue Lyon;James Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas,Marianne Stone,Marion Mathie,James Dyrenforth,Maxine Holden,John Harrison;English,French;UK,USA;152 min;7.7;62,308;203 user,99 critic;Drama,Romance;Albany, New York, USA;A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.
tt0022458;Tabu: A Story of the South Seas;1931;19 March 1931 (USA);F.W. Murnau;F.W. Murnau,Robert J. Flaherty;Anne Chevalier,Matahi,Hitu;Matahi,Anne Chevalier,Bill Bambridge,Hitu;English;USA;86 min;7.6;3,097;19 user,33 critic;Drama,Romance,Adventure;Bora Bora, Leeward Islands, French Polynesia;In his final film, F.W. Murnau presents the tale of two young lovers on the idyllic island of Bora Bora in the South Pacific. Their life is shattered when the old warrior declares the girl ...
tt2490326;Cooties;2014;18 September 2015 (USA);Jonathan Milott,Cary Murnion;Leigh Whannell,Ian Brennan;Elijah Wood,Rainn Wilson,Alison Pill;Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,Leigh Whannell,Nasim Pedrad,Ian Brennan,Jorge Garcia,Cooper Roth,Miles Elliot,Morgan Lily,Sunny May Allison,Armani Jackson,Peter Kwong,Kate Flannery;English;USA;88 min;5.8;4,625;34 user,68 critic;Action,Comedy,Horror;Los Angeles, California, USA;A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives.
tt0923752;The King of Kong: A Fistful of Quarters;2007;28 February 2008 (Australia);Seth Gordon;Seth Gordon;Steve Wiebe,Billy Mitchell,Mark Alpiger;Steve Wiebe,Mark Alpiger,Adam Wood,Walter Day,Steve Sanders,Steven Krogman,Robert Mruczek,Doris Self,Todd Rogers,Brian Kuh,Zack Hample,Billy Mitchell,Barbara Mitchell,Jon Farley,Nicole Wiebe;English;USA;79 min;8.2;29,293;100 user,154 critic;Documentary,Biography,Sport;USA;Die-hard gamers compete to break world records on classic arcade games.
tt1183696;Second Skin;2008;7 August 2009 (USA);Juan Carlos Pineiro Escoriaza;Victor Pineiro-Escoriaza;Dan Bustard,Ashley Esqueda,Andrew Monkelban;Dan Bustard,Ashley Esqueda,Andrew Monkelban,Nick Yee;English;USA;94 min;6.7;674;5 user,18 critic;Documentary;;An intimate, fascinating look at computer gamers whose lives have been transformed by the emerging, hugely popular genre of computer games.
