"tt0114371";"Search and Destroy";"1995";"5 May 1995 (USA)";"David Salle";"Howard Korder,Michael Almereyda";"Griffin Dunne,Dennis Hopper,Jason Ferraro";"Dennis Hopper,Jason Ferraro,Robert Knepper,Griffin Dunne,Martin Scorsese,Rosanna Arquette,David Thornton,Linda Wahl,Christopher Walken,Illeana Douglas,Ethan Hawke,Laurie Godet,Randy Pearlstein,Vincent Angell,Nicole Burdette";"English";"USA";"90 min";"5.2";"1,084";"20 user,5 critic";"Action,Comedy,Drama";"New York City, New York, USA";"A satire about desperate hustling, pop philosophy and big money."
"tt0105809";"Where Sleeping Dogs Lie";"1991";"19 June 1993 (South Korea)";"Charles Finch";"Yolande Turner,Charles Finch";"Dylan McDermott,Tom Sizemore,Sharon Stone";"Dylan McDermott,Tom Sizemore,Sharon Stone,Ron Karabatsos,Charles Finch,Mary Woronov,David Q. Combs,Vanna Bonta,Elizabeth Whitcraft,Phoebe Stone,Shawne Rowe,Richard Zavaglia,Jillian McWhirter,Brett Cullen";"English";"USA";"95 min";"4.6";"651";"12 user,3 critic";"Crime,Mystery,Thriller";;"A murder mystery writer misreads the nervous man he bullies in a spooky Hollywood mansion."
"tt0422783";"Music Within";"2007";"5 January 2007 (USA)";"Steven Sawalich";"Bret McKinney,Mark Andrew Olsen";"Ron Livingston,Melissa George,Michael Sheen";"Clint Jung,Melissa George,Marion Ross,Rebecca De Mornay,Janssen Van De Yacht,Ridge Canipe,Paul Michael,John Livingston,TyZhaun Lewis,Ron Livingston,Arlene Ancheta,Linda Burden-Williams,Hector Elizondo,Joel Bryant,Kevin Sage";"English";"USA";"94 min";"7.4";"4,849";"33 user,31 critic";"Biography,Comedy,Drama";"Beaverton, Oregon, USA";"The true story of Richard Pimentel, a brilliant public speaker with a troubled past, who returns from Vietnam severely hearing -impaired and finds a new purpose in his landmark efforts on the behalf of Americans with disabilities."
"tt0133046";"Teaching Mrs. Tingle";"1999";"20 August 1999 (USA)";"Kevin Williamson";"Kevin Williamson";"Helen Mirren,Marisa Coughlan,Katie Holmes";"Helen Mirren,Katie Holmes,Jeffrey Tambor,Barry Watson,Marisa Coughlan,Liz Stauber,Michael McKean,Molly Ringwald,Vivica A. Fox,John Patrick White,Robert Gant,Harvey Silver";"English";"USA";"96 min";"5.2";"16,695";"164 user,64 critic";"Comedy,Thriller";"El Segundo High School - 640 Main Street, El Segundo, California, USA";"The story of a girl who is willing to do anything to become Valedictorian, even if it means murdering the teacher that stands in her way."
"tt2828996";"A Haunted House 2";"2014";"18 April 2014 (USA)";"Michael Tiddes";"Marlon Wayans,Rick Alvarez";"Marlon Wayans,Jaime Pressly,Cedric the Entertainer";"Marlon Wayans,Jaime Pressly,Essence Atkins,Gabriel Iglesias,Missi Pyle,Ashley Rickards,Affion Crockett,Steele Stebbins,Rick Overton,Hayes MacArthur,Dave Sheridan,Cedric the Entertainer,Kurt Carley,Tom Virtue,Kym Whitley";"English";"USA";"86 min";"4.7";"12,484";"47 user,68 critic";"Comedy,Horror";"Los Angeles, California, USA";"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events."
"tt1870419";"Hatchet III";"2013";"7 November 2013 (Qatar)";"BJ McDonnell";"Adam Green,Adam Green";"Danielle Harris,Kane Hodder,Zach Galligan";"Danielle Harris,Kane Hodder,Zach Galligan,Caroline Williams,Parry Shen,Robert Diago DoQui,Derek Mears,Cody Blue Snider,Rileah Vanderbilt,Sean Whalen,Jason Trost,Diane Ayala Goldner,John Michael Sudol,Jamal Dennis,Thomas Tah Hyde III";"English";"USA";"81 min";"5.6";"5,096";"37 user,106 critic";"Action,Comedy,Horror";"Honey Island, Louisiana, USA";"A search and recovery team heads into the haunted swamp to pick up the pieces and Marybeth learns the secret to ending the voodoo curse that has left Victor Crowley haunting and terrorizing Honey Island Swamp for decades."
"tt0250797";"Unfaithful";"2002";"10 May 2002 (USA)";"Adrian Lyne";"Claude Chabrol,Alvin Sargent";"Richard Gere,Diane Lane,Olivier Martinez";"Diane Lane,Erik Per Sullivan,Richard Gere,Olivier Martinez,Myra Lucretia Taylor,Michelle Monaghan,Chad Lowe,Joseph Badalucco Jr.,Erich Anderson,Damon Gupton,Kate Burton,Margaret Colin,Marc Forget,Larry Gleason,Dominic Chianese";"English,French";"USA,Germany,France";"124 min";"6.7";"59,104";"526 user,152 critic";"Drama,Romance,Thriller";"Dobbs Ferry, New York, USA";"A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling."
"tt1638362";"Client 9: The Rise and Fall of Eliot Spitzer";"2010";"4 March 2011 (UK)";"Alex Gibney";"Alex Gibney";"Eliot Spitzer,Michael Schwendeman,Kim Allen";"Eliot Spitzer,Michael Schwendeman,Kim Allen,Lloyd Constantine,Peter Elkind,Harvey Pitt,Wrenn Schmidt,Laura Somma,Hulbert Waldroup";"English";"USA";"117 min";"7.4";"1,662";"21 user,65 critic";"Documentary";;"An in-depth look at the rise and fall of New York Governor Eliot Spitzer, including interviews with the scandalized, former politician."
"tt0087795";"Night Patrol";"1984";"16 November 1984 (USA)";"Jackie Kong";"Murray Langston,William A. Levey";"Linda Blair,Pat Paulsen,Jaye P. Morgan";"Linda Blair,Pat Paulsen,Jaye P. Morgan,Jack Riley,Billy Barty,Murray Langston,Pat Morita,Sydney Lassick,Kent Perkins,Lori Sutton,Roxanne Cybelle,Joe Battaglia,Mik One,Alex Folks,Patrie Allen";"French,English";"USA";"85 min";"4.7";"948";"33 user,11 critic";"Comedy";"Los Angeles, California, USA";"A hapless police officer is transferred to the night shift even as he clandestinely pursues a career as a stand up comedian."
"tt2980626";"Twinsters";"2015";"17 July 2015 (USA)";"Samantha Futerman,Ryan Miyamoto";"Samantha Futerman";"Anais Bordier,Samantha Futerman";"Anais Bordier,Samantha Futerman";"English,French,Korean";"UK,France,South Korea,USA";"89 min";"8.5";"52";"10 critic";"Documentary,Biography,Family";"London, England, UK";"Adopted from South Korea, raised on different continents & connected through social media, Samantha & Anaïs believe that they are twin sisters separated at birth."
"tt0401855";"Underworld: Evolution";"2006";"20 January 2006 (USA)";"Len Wiseman";"Danny McBride,Len Wiseman";"Kate Beckinsale,Scott Speedman,Bill Nighy";"Kate Beckinsale,Scott Speedman,Tony Curran,Derek Jacobi,Bill Nighy,Steven Mackintosh,Shane Brolly,Brian Steele,Zita Görög,Scott McElroy,John Mann,Michael Sheen,Sophia Myles,Richard Cetrone,Mike Mukatis";"English,French,Hungarian";"USA";"106 min";"6.8";"145,752";"498 user,205 critic";"Action,Fantasy,Sci-Fi";"Britannia Beach, British Columbia, Canada";"Picking up directly from the previous film, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them."
"tt1323594";"Despicable Me";"2010";"9 July 2010 (USA)";"Pierre Coffin,Chris Renaud";"Cinco Paul,Ken Daurio";"Steve Carell,Jason Segel,Russell Brand";"Steve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Miranda Cosgrove,Dana Gaier,Elsie Fisher,Pierre Coffin,Chris Renaud,Jemaine Clement,Jack McBrayer,Danny McBride,Mindy Kaling";"English";"USA";"95 min";"7.7";"345,095";"284 user,297 critic";"Animation,Comedy,Family";;"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
"tt1815862";"After Earth";"2013";"31 May 2013 (USA)";"M. Night Shyamalan";"Gary Whitta,M. Night Shyamalan";"Jaden Smith,David Denman,Will Smith";"Jaden Smith,Will Smith,Sophie Okonedo,Zoë Kravitz,Glenn Morshower,Kristofer Hivju,Sacha Dhawan,Chris Geere,Diego Klattenhoff,David Denman,Lincoln Lewis,Jaden Martin,Sincere L. Bobb,Monika Jolly,Matthew Andrews";"English";"USA";"100 min";"4.9";"148,381";"730 user,341 critic";"Action,Adventure,Sci-Fi";"Utah, USA";"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help."
"tt3103326";"Manakamana";"2013";"12 December 2014 (UK)";"Stephanie Spray,Pacho Velez";;"Chabbi Lal Gandharba,Anish Gandharba,Bindu Gayek";"Chabbi Lal Gandharba,Anish Gandharba,Bindu Gayek,Narayan Gayek,Gopika Gayek,Khim Kumari Gayek,Chet Kumari Gayek,Hom Kumari Gayek,Simen Pariyar,Anil Paija,Saroj Gandharba,Bakhraharu,Mithu Gayek,Isan Brant,Mily";"Nepali,English";"Nepal,USA";"118 min";"6.6";"500";"5 user,49 critic";"Documentary";"Nepal";"A documentary about a group of pilgrims who travel to Nepal to worship at the legendary Manakamana temple."
"tt3824412";"Results";"2015";"29 May 2015 (USA)";"Andrew Bujalski";"Andrew Bujalski";"Guy Pearce,Cobie Smulders,Kevin Corrigan";"Guy Pearce,Cobie Smulders,Kevin Corrigan,Giovanni Ribisi,Brooklyn Decker,Anthony Michael Hall,Constance Zimmer,Tishuan Scott,Zoe Graham,David Bernon,Donn Adelman,Matt Adelman,Leslie Asaka,Rebecca Beegle,Tucker Bernon";"English,Japanese";"USA";"105 min";"5.6";"2,078";"10 user,66 critic";"Comedy";"Austin, Texas, USA";"Two mismatched personal trainers' lives are upended by the actions of a new, wealthy client."
"tt0420238";"The Tale of Despereaux";"2008";"19 December 2008 (USA)";"Sam Fell,Robert Stevenhagen";"Kate DiCamillo,Will McRobb";"Matthew Broderick,Emma Watson,Dustin Hoffman";"Matthew Broderick,Dustin Hoffman,Emma Watson,Tracey Ullman,Kevin Kline,William H. Macy,Stanley Tucci,Ciarán Hinds,Robbie Coltrane,Tony Hale,Frances Conroy,Frank Langella,Richard Jenkins,Christopher Lloyd,Charles Shaughnessy";"English";"UK,USA";"93 min";"6.1";"29,978";"103 user,118 critic";"Adventure,Animation,Comedy";;"The tale of three unlikely heroes - a misfit mouse who prefers reading books to eating them, an unhappy rat who schemes to leave the darkness of the dungeon, and a bumbling servant girl with cauliflower ears - whose fates are intertwined with that of the castle's princess."
"tt0089274";"The Hills Have Eyes Part II";"1984";"August 1985 (USA)";"Wes Craven";"Wes Craven";"Tamara Stafford,Kevin Spirtas,John Bloom";"Tamara Stafford,Kevin Spirtas,John Bloom,Colleen Riley,Michael Berryman,Penny Johnson Jerald,Janus Blythe,John Laughlin,Willard E. Pugh,Peter Frechette,Robert Houston,David Nichols,Edith Fellows,Lance Gordon,Suze Lanier-Bramlett";"English";"UK,USA";"86 min";"3.7";"3,882";"58 user,51 critic";"Horror,Thriller";"Bronson Caves, Bronson Canyon, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA";"A group of bikers, heading to a race, become stranded in the desert and find themselves fighting off a family of inbred cannibals who live off the land."
"tt0068786";"Junior Bonner";"1972";"2 August 1972 (USA)";"Sam Peckinpah";"Jeb Rosebrook";"Steve McQueen,Robert Preston,Ida Lupino";"Steve McQueen,Robert Preston,Ida Lupino,Ben Johnson,Joe Don Baker,Barbara Leigh,Mary Murphy,Bill McKinney,Dub Taylor,Sandra Deel,Don 'Red' Barry,Charles H. Gray,Matthew Peckinpah,Sundown Spencer,Rita Garrison";"English";"USA";"100 min";"6.8";"3,759";"51 user,27 critic";"Drama,Western";"Prescott, Arizona, USA";"Ace Bonner returns to Arizona several years after he abandoned his family, Junior Bonner is a wild young man. Against the typical rodeo championship, family drama erupts."
"tt0765478";"Taphephobia";"2006";;"Aaron Pope";"Aaron Pope";"Desmond Harrington,Estella Warren,Danny Trejo";"Desmond Harrington,Estella Warren,Danny Trejo,Randy Colton,Lee Duncan,Peter Holden,Alesha Rucci,Atticus Todd";"English";"USA";;"6.3";"47";;"Thriller";"Los Angeles, California, USA";"A man wakes up buried in a coffin, alone with the light from a cell phone."
"tt2254131";"Shelter";"2015";"21 April 2015 (USA)";"Wrion Bowling,Adam C. Caudill";"Wrion Bowling,Adam C. Caudill";"Joyce Hshieh,Michael Patrick Lane,Sarah Street";"Joyce Hshieh,Michael Patrick Lane,Sarah Street,Jeffrey Green,Carlos Garcia,Matt Pantaleno,Eric R. Williams";"English";"USA";"97 min";"4.7";"123";"1 user";"Drama,Sci-Fi,Thriller";"Akron, Ohio, USA";"An ominous disaster forces five survivors to wait out nuclear winter in a secret underground bomb shelter. With limited supplies and nowhere else to go, they struggle against the clock, ..."
"tt0108334";"Three of Hearts";"1993";"30 April 1993 (USA)";"Yurek Bogayevicz";"Adam Greenman,Adam Greenman";"William Baldwin,Kelly Lynch,Sherilyn Fenn";"William Baldwin,Kelly Lynch,Sherilyn Fenn,Joe Pantoliano,Gail Strickland,Cec Verrell,Claire Callaway,Marek Johnson,Monique Mannen,Timothy Stickney,Frank Ray Perilli,Tony Amendola,Keith MacKechnie,Ann Ryerson,Gloria Gifford";"English";"USA";"102 min";"5.5";"1,605";"10 user,13 critic";"Comedy,Romance";"New York City, New York, USA";"After her female lover leaves her, a nurse hires a male escort to seduce the lover and then break her heart so she will return. As the escort begins to win her over, however, he begins to ..."
"tt1210166";"Moneyball";"2011";"23 September 2011 (USA)";"Bennett Miller";"Steven Zaillian,Aaron Sorkin";"Brad Pitt,Robin Wright,Jonah Hill";"Brad Pitt,Jonah Hill,Philip Seymour Hoffman,Robin Wright,Chris Pratt,Stephen Bishop,Reed Diamond,Brent Jennings,Ken Medlock,Tammy Blanchard,Jack McGee,Vyto Ruginis,Nick Searcy,Glenn Morshower,Casey Bond";"English";"USA";"133 min";"7.6";"266,531";"309 user,412 critic";"Biography,Drama,Sport";"Sony Pictures Studios - 10202 W. Washington Blvd., Culver City, California, USA";"Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players."
"tt0093349";"King Lear";"1987";"3 April 2002 (France)";"Jean-Luc Godard";"William Shakespeare";"Woody Allen,Freddy Buache,Leos Carax";"Woody Allen,Freddy Buache,Leos Carax,Julie Delpy,Jean-Luc Godard,Suzanne Lanza,Kate Mailer,Norman Mailer,Burgess Meredith,Michèle Pétin,Molly Ringwald,Peter Sellars";"French,English,Russian,Japanese";"USA";"90 min";"5.7";"901";"14 user,12 critic";"Comedy,Drama,Sci-Fi";"Nyon, Canton de Vaud, Switzerland";"Everything returns to normal after Chernobyl. That is, everything but art. Most of the great works are lost, and it is up to people like William Shakespear Junior the Fifth to restore the ..."
"tt3868656";"The Merge with Abbie Cornish";"2014";"9 June 2014 (USA)";"Ian Pfaff";"Eliza Skinner";"Abbie Cornish,Colton Dunn,Will Hines";"Abbie Cornish,Colton Dunn,Will Hines,Dink O'Neal,Eliza Skinner,Ryan Stanger";"English";"USA";;"5.7";"10";;"Short,Comedy";;"Add a Plot"
"tt1726883";"Sam Steele and the Crystal Chalice";"2011";"21 November 2011 (USA)";"Tom Whitus";"Tom Whitus";"Jacob Hays,Kevin Sorbo,Dee Wallace";"Jacob Hays,Kevin Sorbo,Dee Wallace,Mik Scriba,Gene Wolande,Jeff Chase,Michael A. Delia,Ron Dean,Jilanne Klaus,Joe Backer,Haley Busch,Troy Doherty,Reaper M. Jones,Tom Luce,Katherine McNamara";"English";"USA";"90 min";"6.6";"20";;"Family";"Louisville, Kentucky, USA";"When Sam Steele Junior gets a term paper assignment on a visit by the Soviet Premier to the Midwest in the late 1950s he's less than enthused. But when he learns it may lead to treasure, ..."
"tt0125439";"Notting Hill";"1999";"28 May 1999 (USA)";"Roger Michell";"Richard Curtis";"Hugh Grant,Julia Roberts,Richard McCabe";"Julia Roberts,Hugh Grant,Richard McCabe,Rhys Ifans,James Dreyfus,Dylan Moran,Roger Frost,Henry Goodman,Julian Rhind-Tutt,Lorelei King,John Shrapnel,Clarke Peters,Arturo Venegas,Yolanda Vazquez,Mischa Barton";"English,Spanish";"UK,USA";"124 min";"7.0";"186,783";"596 user,154 critic";"Comedy,Drama,Romance";"280 Westbourne Park Road, Notting Hill, London, England, UK";"The life of a simple bookshop owner changes when he meets the most famous film star in the world."
"tt0086393";"Superman III";"1983";"17 June 1983 (USA)";"Richard Lester";"Joe Shuster,Jerry Siegel";"Christopher Reeve,Richard Pryor,Margot Kidder";"Christopher Reeve,Richard Pryor,Jackie Cooper,Marc McClure,Annette O'Toole,Annie Ross,Pamela Stephenson,Robert Vaughn,Margot Kidder,Gavan O'Herlihy,Nancy Roberts,Graham Stark,Henry Woolf,Gordon Rollings,Peter Wear";"English,Italian,Spanish";"UK,USA";"125 min";"4.9";"45,312";"216 user,90 critic";"Action,Comedy,Sci-Fi";"Glen Canyon, Arizona, USA";"Synthetic kryptonite laced with tobacco tar splits Superman in two: good Clark Kent and bad Man of Steel."
"tt0113497";"Jumanji";"1995";"15 December 1995 (USA)";"Joe Johnston";"Jonathan Hensleigh,Greg Taylor";"Robin Williams,Kirsten Dunst,Bonnie Hunt";"Robin Williams,Jonathan Hyde,Kirsten Dunst,Bradley Pierce,Bonnie Hunt,Bebe Neuwirth,David Alan Grier,Patricia Clarkson,Adam Hann-Byrd,Laura Bell Bundy,James Handy,Gillian Barber,Brandon Obray,Cyrus Thiedeke,Gary Joseph Thorup";"English,French";"USA";"104 min";"6.8";"186,077";"142 user,71 critic";"Adventure,Family,Fantasy";"Olde Woolen Mill - 10 Canal Street, North Berwick, Maine, USA";"When two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game."
"tt0120660";"Enemy of the State";"1998";"20 November 1998 (USA)";"Tony Scott";"David Marconi";"Will Smith,Gene Hackman,Jon Voight";"Will Smith,Gene Hackman,Jon Voight,Lisa Bonet,Regina King,Stuart Wilson,Laura Cayouette,Loren Dean,Barry Pepper,Ian Hart,Jake Busey,Scott Caan,Jason Lee,Gabriel Byrne,James Le Gros";"English";"USA";"132 min";"7.3";"177,330";"413 user,79 critic";"Action,Crime,Drama";"4809 Boston St, Baltimore, Maryland, USA";"A lawyer becomes a target by a corrupt politician and his NSA goons when he accidentally receives key evidence to a serious politically motivated crime."
"tt1080016";"Ice Age: Dawn of the Dinosaurs";"2009";"1 July 2009 (USA)";"Carlos Saldanha,Mike Thurmeier";"Peter Ackerman,Michael Berg";"Ray Romano,John Leguizamo,Denis Leary";"Eunice Cho,Karen Disher,Harrison Fahn,Maile Flanagan,Jason Fricchione,Bill Hader,Kelly Keaton,Joey King,Queen Latifah,Denis Leary,Allegra Leguizamo,John Leguizamo,Lucas Leguizamo,Clea Lewis,Jane Lynch";"English";"USA";"94 min";"7.0";"148,748";"130 user,183 critic";"Animation,Action,Adventure";;"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him."
"tt0162661";"Sleepy Hollow";"1999";"19 November 1999 (USA)";"Tim Burton";"Washington Irving,Kevin Yagher";"Johnny Depp,Christina Ricci,Miranda Richardson";"Johnny Depp,Christina Ricci,Miranda Richardson,Michael Gambon,Casper Van Dien,Jeffrey Jones,Richard Griffiths,Ian McDiarmid,Michael Gough,Christopher Walken,Marc Pickering,Lisa Marie,Steven Waddington,Claire Skinner,Christopher Lee";"English,Latin";"USA,Germany";"105 min";"7.4";"248,655";"987 user,246 critic";"Drama,Horror,Mystery";"Hatfield House, Hatfield, Hertfordshire, England, UK";"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of 3 people with the culprit being the legendary apparition, the Headless Horseman."
"tt1972571";"A Most Wanted Man";"2014";"1 August 2014 (USA)";"Anton Corbijn";"Andrew Bovell,John le Carré";"Philip Seymour Hoffman,Rachel McAdams,Daniel Brühl";"Grigoriy Dobrygin,Philip Seymour Hoffman,Homayoun Ershadi,Mehdi Dehbi,Neil Malik Abdullah,Nina Hoss,Daniel Brühl,Vicky Krieps,Kostja Ullmann,Franz Hartwig,Martin Wuttke,Vedat Erincin,Rainer Bock,Derya Alabora,Tamer Yigit";"English,Turkish";"UK,USA,Germany";"122 min";"6.8";"50,368";"154 user,282 critic";"Crime,Drama,Thriller";"Berlin, Germany";"A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror."
"tt2946762";"God Bless the Child";"2015";"7 August 2015 (USA)";"Robert Machoian,Rodrigo Ojeda-Beck";"Rebecca Graham,Robert Machoian";"Harper Graham,Elias Graham,Arri Graham";"Harper Graham,Elias Graham,Arri Graham,Ezra Graham,Jonah Graham,Kirstin Anderson,Bruce Graham,Rodrigo Ojeda-Beck";"English";"USA";"92 min";"7.3";"114";"5 user,6 critic";"Drama,Family";;"Five siblings, left on their own, spend a summer's day full of fantasy and chaos."
"tt1832516";"Supernatural Activity";"2012";"31 October 2012 (USA)";"Derek Lee Nixon";"Andrew Pozza";"Andrew Pozza,Liddy Bisanz,Donny Boaz";"Andrew Pozza,Liddy Bisanz,Donny Boaz,Devin Bonnée,Joey Oglesby,Tim Ogletree,Liz Waters,Philip Marlatt,Conley Michelle Wehner,Austin James,Kurt Wehner,Rose,Brett Houston,Andrea Blem,Addison McMillin";"English";"USA";"92 min";"2.9";"856";"12 user,13 critic";"Comedy";"Columbus, Texas, USA";"The world's most beloved illusionist, armed with his team of oxymoron's, embark on the freakiest, most adventurous paranormal investigation of all time. Terrorized at every turn by an ..."
